Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Total Sales,Rating
Low Fat,FDY52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.7359711,6.365,60.1536,4
Low Fat,FDQ04,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,8.4885375,6.4,39.2796,4
Low Fat,FDR04,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.2602061,7.075,98.1068,4
Low Fat,FDZ40,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.0245222,8.935,54.9298,4
Low Fat,FDJ16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,11.5064263,9.195,58.6246,4
Low Fat,FDT28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,6.3664998,13.3,151.6708,4
Low Fat,FDB53,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,13.9669224,13.35,147.6392,4
Low Fat,FDD53,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.4291251,16.2,43.3454,4
Low Fat,FDQ52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,11.9570595,17,249.7434,4
Low Fat,FDJ04,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,12.4645538,18,117.2124,4
Low Fat,FDG44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,10.234983,6.13,55.0298,4
Low Fat,FDO32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,12.0731024,6.36,46.506,4
Low Fat,FDA20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,6.6724663,6.78,187.724,4
Low Fat,FDA19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,5.5213208,7.52,129.5994,4
Low Fat,FDW56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,7.1010513,7.68,190.9162,4
Low Fat,FDZ44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.8789271,8.185,115.6808,4
Low Fat,FDS20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,5.3950661,8.85,182.7292,4
Low Fat,FDU07,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,5.9940022,11.1,149.1366,4
Low Fat,FDX08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.2639195,12.85,179.7318,4
Low Fat,FDZ56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.5776994,16.25,169.9474,4
Low Fat,FDY55,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,8.1446638,16.75,257.0988,4
Low Fat,FDL20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,12.8614205,17.1,111.6886,4
Low Fat,FDB33,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,1.4602837,17.75,158.6262,4
Low Fat,FDV55,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,5.5159054,17.75,145.6444,4
Low Fat,FDA44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,5.3305463,19.7,58.193,4
Low Fat,DRH11,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,7.5675438,5.98,53.3614,4
Low Fat,DRN11,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,16.3233667,7.85,144.6444,4
Low Fat,DRK47,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,6.4163983,7.905,229.9694,4
Low Fat,DRJ11,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,8.5223447,9.5,189.2872,4
Low Fat,DRO47,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,11.2399145,10.195,111.686,4
Low Fat,DRJ59,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,1.9402371,11.65,38.7164,4
Low Fat,DRO59,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,5.4238448,11.8,75.4012,4
Low Fat,DRO35,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.4624104,13.85,115.0492,4
Low Fat,DRI47,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.0952705,14.7,143.5128,4
Low Fat,DRI23,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,13.7410256,18.85,161.7578,4
Low Fat,NCM05,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,5.9940022,6.825,262.4226,4
Low Fat,NCO05,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.6631836,7.27,98.4384,4
Low Fat,NCI29,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.2672263,8.6,141.2154,4
Low Fat,NCB54,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,5.0130529,8.76,128.3336,4
Low Fat,NCO29,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.2306341,11.15,166.3526,4
Low Fat,NCQ05,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.1639678,11.395,150.1708,4
Low Fat,NCV29,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.2879017,11.8,176.0686,4
Low Fat,NCR53,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,14.526636,12.15,224.0404,4
Low Fat,NCN29,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,15.2,47.8034,4
Low Fat,NCO53,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,16.2,182.1608,4
Low Fat,NCM41,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.5711426,16.5,93.612,4
Low Fat,NCC54,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,9.7862839,17.75,239.3196,4
Low Fat,NCW41,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,18,158.0604,4
Low Fat,NCY17,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,16.334971,18.2,45.1086,4
Low Fat,NCW53,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.0542489,18.35,193.1162,4
Low Fat,NCJ05,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.6159928,18.7,152.3682,4
Low Fat,NCW05,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,14.8302815,20.25,108.3938,4
Low Fat,NCA05,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.5169703,20.75,150.4734,4
Low Fat,NCT42,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.4926013,5.88,149.9392,4
Low Fat,NCS30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,9.3170838,5.945,127.3652,4
Low Fat,NCF06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.0229757,6.235,260.8962,4
Low Fat,NCO26,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,7.6975118,7.235,116.6492,4
Low Fat,NCM06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,7.5845634,7.475,156.0656,4
Low Fat,NCW54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,7.5,59.2588,4
Low Fat,NCS42,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,6.9524391,8.6,91.8146,4
Low Fat,NCU54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,9.8775709,8.88,208.927,4
Low Fat,NCT30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,8.0417724,9.1,48.8718,4
Low Fat,NCK18,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.6708517,9.6,164.6184,4
Low Fat,NCK54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.9569276,12.15,115.015,4
Low Fat,NCR06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.6775667,12.5,42.9112,4
Low Fat,NCS18,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.2276746,12.65,108.4938,4
Low Fat,NCD06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,9.9479703,13,44.906,4
Low Fat,NCQ06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.188955,13,255.9014,4
Low Fat,NCH07,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,9.2811105,13.15,159.7604,4
Low Fat,NCD55,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.4369007,14,40.2454,4
Low Fat,NCZ54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,8.3488992,14.65,161.3552,4
Low Fat,NCI54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.3651278,15.2,108.9912,4
Low Fat,NCE30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,9.9290166,16,214.0902,4
Low Fat,NCH55,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.4726222,16.35,125.602,4
Low Fat,NCH30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,6.725846,17.1,115.186,4
Low Fat,NCL30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.9016517,18.1,128.7336,4
Low Fat,NCI55,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,1.2673238,18.6,121.5414,4
Low Fat,NCI42,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,1.0381661,18.75,207.8954,4
Low Fat,NCQ50,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.4360687,18.75,215.7218,4
Low Fat,NCC06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.7028323,19,127.0336,4
Low Fat,NCZ06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,9.4308058,19.6,251.8698,4
Low Fat,NCR50,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,1.1838464,20.2,155.134,4
Low Fat,NCP30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.2819637,20.5,38.9822,4
Low Fat,NCR30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,7.1103348,20.6,75.4696,4
Low Fat,FDA39,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,1.2737719,6.32,38.5822,4
Low Fat,FDK27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.8960445,11,119.1756,4
Low Fat,FDG31,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.7955309,12.15,62.8826,4
Low Fat,FDY51,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,8.1260969,12.5,221.7798,4
Low Fat,FDQ39,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,8.1168135,14.8,190.5846,4
Low Fat,NCM07,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.0023967,9.395,85.5908,4
Low Fat,NCQ43,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,11.147467,17.75,108.0912,4
Low Fat,NCJ31,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,18.293775,19.2,243.0196,4
Low Fat,FDH09,Seafood,2012,OUT049,Tier 1,Medium,Supermarket Type1,5.616476,12.6,51.8982,4
Low Fat,FDD46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,14.1475625,6.035,155.0998,4
Low Fat,FDX21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,8.509812,7.05,108.2912,4
Low Fat,FDQ57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.7991093,7.275,145.976,4
Low Fat,FDT58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,8.6088353,9,168.7816,4
Low Fat,FDY58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.9980644,11.65,227.3694,4
Low Fat,FDH58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.6997104,12.3,115.9834,4
Low Fat,FDQ33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,9.1348964,13.35,150.3708,4
Low Fat,FDA21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.6016619,13.65,186.3924,4
Low Fat,FDJ09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,5.8485617,15,44.7744,4
Low Fat,FDT57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,1.9064377,15.2,238.2248,4
Low Fat,FDX45,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,10.5018817,16.75,155.263,4
Low Fat,FDL22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.6446751,16.85,90.3488,4
Low Fat,FDR10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,1.0055503,17.6,163.7552,4
Low Fat,FDY10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.9144165,17.6,112.7176,4
Low Fat,FDZ09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,10.5042025,17.6,163.8868,4
Low Fat,FDZ58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,5.2257982,17.85,121.8072,4
Low Fat,FDW45,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.9071642,18,145.3418,4
Low Fat,FDV46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,1.2627478,18.2,140.818,4
Low Fat,FDN57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,5.4318517,18.25,140.9154,4
Low Fat,FDR09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,7.784544,18.25,260.5962,4
Low Fat,FDN21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,7.6975118,18.6,161.8236,4
Low Fat,FDP09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.3942546,19.75,213.5902,4
Low Fat,FDV58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,12.1438886,20.85,196.1452,4
Low Fat,FDH10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.9381666,21,193.0478,4
Low Fat,DRG48,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,1.4577695,5.78,147.2102,4
Low Fat,DRD25,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,7.9094835,6.135,114.386,4
Low Fat,DRE13,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.7748176,6.28,86.5198,4
Low Fat,DRB24,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.0609218,8.785,155.1656,4
Low Fat,DRN37,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,9.6,166.5158,4
Low Fat,DRJ24,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,11.350542,11.8,186.8924,4
Low Fat,DRK13,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,11.5346634,11.8,200.2084,4
Low Fat,DRF13,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.9827665,12.1,144.3444,4
Low Fat,DRH37,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.1681059,17.6,164.2526,4
Low Fat,DRC12,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.7885683,17.85,190.4188,4
Low Fat,DRI25,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.395415,19.6,56.4614,4
Low Fat,DRE49,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.128304,20.75,153.5024,4
Low Fat,FDA34,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,1.4883661,11.5,174.508,4
Low Fat,FDI35,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.1355366,14,182.0634,4
Regular,FDE36,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.1837331,5.26,161.8868,4
Regular,FDZ59,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,10.4183308,6.63,166.15,4
Regular,FDY11,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.960641,6.71,65.4142,4
Regular,FDQ36,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,16.1798604,7.855,37.2848,4
Regular,FDS36,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.6960237,8.38,111.857,4
Regular,FDP12,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.5337184,9.8,36.8874,4
Regular,FDM60,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.8218142,10.8,42.2138,4
Regular,FDM36,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,5.8822142,11.65,173.5422,4
Regular,FDL48,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,8.2394321,19.35,48.5034,4
Regular,FDX47,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.4658144,6.55,155.8288,4
Regular,FDY47,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,8.6,131.531,4
Regular,FDO49,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.3103556,10.6,48.9008,4
Regular,FDN49,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,12.5419157,17.25,40.048,4
Regular,FDQ25,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.8320655,8.63,172.5422,4
Regular,FDG38,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,5.281112,8.975,86.6224,4
Regular,FDL50,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.2378864,12.15,125.4046,4
Regular,FDI38,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,1.4649641,13.35,207.3638,4
Regular,FDC14,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.1313203,14.5,42.0454,4
Regular,FDU50,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,7.5287081,5.75,115.3176,4
Regular,FDJ15,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.3358738,11.35,184.4608,4
Regular,FDC16,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.0601791,11.5,86.054,4
Regular,FDQ26,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,13.5,57.8562,4
Regular,FDY38,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,11.9361718,13.6,231.63,4
Regular,FDC40,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,6.5165046,16,79.3986,4
Regular,FDB40,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.7551607,17.5,145.8102,4
Regular,FDD52,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,18.3579854,18.25,110.857,4
Regular,FDA27,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.0975716,20.35,253.9672,4
Regular,FDR16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,10.5181277,5.845,214.4218,4
Regular,FDG17,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.5895934,6.865,244.4486,4
Regular,FDR40,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.8046878,9.1,78.7618,4
Regular,FDT52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.7503318,9.695,244.6144,4
Regular,FDT16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.8738014,9.895,262.1278,4
Regular,FDG05,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,11,155.263,4
Regular,FDP28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,8.0765853,13.65,262.8936,4
Regular,FDH17,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,1.6679232,16.2,96.3726,4
Regular,FDV52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,12.1709653,20.7,119.7466,4
Regular,FDF53,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,8.3736551,20.75,178.7318,4
Regular,FDN56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,10.7223632,5.46,144.8786,4
Regular,FDF44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,5.9820884,7.17,130.3968,4
Regular,FDH56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,6.3916425,9.8,117.1492,4
Regular,FDD21,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.0616757,10.3,112.7176,4
Regular,FDO20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,15.2364317,12.85,254.0382,4
Regular,FDS19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,6.4307102,13.8,77.3012,4
Regular,FDC09,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.6342897,15.5,104.1332,4
Regular,FDR56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,10.0922503,15.5,199.0768,4
Regular,FDW07,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,14.2910689,18,89.6514,4
Regular,FDF45,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,1.2223687,18.2,57.1904,4
Regular,FDI08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,6.6400129,18.2,250.1092,4
Regular,FDC08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,10.361083,19,228.372,4
Regular,FDX07,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.2954444,19.2,184.495,4
Regular,FDP08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,11.2584813,20.5,192.0478,4
Regular,FDY39,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.710181,5.305,181.8608,4
Regular,FDO39,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,13.7580452,6.985,182.8608,4
Regular,FDM51,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.5966531,11.8,102.2674,4
Regular,FDH31,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.0442889,12,98.0042,4
Regular,FDI07,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.3813351,12.35,198.1426,4
Regular,FDX03,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,6.1190964,15.85,47.1744,4
Regular,FDJ27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,12.2065518,17.7,103.3674,4
Regular,FDU27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,17.174348,18.6,48.8376,4
Regular,FDN33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,12.3307177,6.305,93.5436,4
Regular,FDH46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.1346469,6.935,103.1332,4
Regular,FDG46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.2960823,8.63,115.0518,4
Regular,FDX33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,11.7667492,9.195,159.5578,4
Regular,FDS58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.1039273,9.285,160.0578,4
Regular,FDU10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.5763062,10.1,38.4848,4
Regular,FDB46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,9.3909644,10.5,213.7244,4
Regular,FDU21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,7.6839735,11.8,34.9558,4
Regular,FDO09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,12.5469442,13.5,264.491,4
Regular,FDW09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.5961116,13.65,80.4302,4
Regular,FDP22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,9.9286298,14.65,49.8666,4
Regular,FDL57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,6.7181098,15.1,258.8304,4
Regular,FDL09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,12.8235131,19.6,169.2816,4
Regular,DRD01,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,6.1270647,12.1,53.2614,4
Regular,DRB48,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.4892129,16.75,37.8822,4
Regular,DRA24,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.9990314,19.35,165.0868,4
Regular,FDE35,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.3968652,7.06,57.6904,4
Regular,FDD23,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.8761223,9.5,186.5898,4
Regular,FDH47,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,12.9016487,13.5,98.4068,4
low Fat,FDW11,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.8857925,12.6,61.0194,4
low Fat,DRH59,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,10.8,72.338,4
low Fat,NCA30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,12.9534812,19,190.1872,4
Regular,FDW12,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.5627489,8.315,146.6444,4
Regular,FDS24,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,6.2321222,20.85,87.2514,4
Regular,FDT23,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,7.4847665,7.72,78.8986,4
Regular,FDA52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,12.8621941,16.2,175.537,4
Regular,FDT07,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,5.82,256.633,4
Regular,FDT39,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.9883257,6.26,149.8366,4
Regular,FDI34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,8.5268317,10.65,229.7668,4
Low Fat,FDM44,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,5.4363971,12.6,105.099,4
Low Fat,FDY55,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0,12.6,258.3988,4
Low Fat,NCI54,Household,1998,OUT019,Tier 1,Small,Grocery Store,5.8827583,12.6,110.4912,4
Low Fat,NCX30,Household,1998,OUT019,Tier 1,Small,Grocery Store,4.6609281,12.6,248.6776,4
Low Fat,FDQ34,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,28.4065879,12.6,105.5622,4
Low Fat,DRK49,Soft Drinks,1998,OUT019,Tier 1,Small,Grocery Store,0,12.6,40.5138,4
Low Fat,FDA36,Baking Goods,1998,OUT019,Tier 1,Small,Grocery Store,0.9921107,12.6,183.6924,4
Low Fat,FDC48,Baking Goods,1998,OUT019,Tier 1,Small,Grocery Store,2.7767577,12.6,82.1592,4
Low Fat,FDH12,Baking Goods,1998,OUT019,Tier 1,Small,Grocery Store,14.8742896,12.6,107.128,4
Low Fat,FDH48,Baking Goods,1998,OUT019,Tier 1,Small,Grocery Store,10.5893301,12.6,86.254,4
